StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-08-13 17:53:50,2023-08-13 17:59:23,0,69.131.221.35,100,332,1,2023-08-13 17:59:23,R_3DdwitoXUwS5eHn,,,,,39.4277,-85.5994,anonymous,EN,1,58a53ea734fcb30001053e08,2,2,2,4,,,,,,,,4,69,71,69,69,"I think they are both responsible because both failed to notice the stop sign.  If either one had noticed, the accident could have been avoided.",1,1,,3,,52,3,,1,24,58a53ea734fcb30001053e08
2023-08-13 17:57:10,2023-08-13 17:59:27,0,174.196.141.215,100,137,1,2023-08-13 17:59:28,R_1ilHjBJpMVVxS6s,,,,,38.6326,-77.2661,anonymous,EN,1,5e28e8819061a50beacc52c5,2,2,2,4,,,,,,,,4,87,30,85,38,"The copilot was supposed to be driving so the company should be responsible for the damages. ",1,2,,3,,41,5,,1,29,5e28e8819061a50beacc52c5
2023-08-13 17:54:40,2023-08-13 17:59:30,0,50.113.44.53,100,290,1,2023-08-13 17:59:31,R_3nAG3ZGUOo1aOWQ,,,,,21.3133,-157.823,anonymous,EN,1,58c3a8c1b101a70001293790,2,2,2,4,5,93,40,93,41,Company's claims state that it is safe {probably a statement} so that the driver does not need to do anything---including watching intently,2,,,,,,,,2,,2,,57,3,,1,60,58c3a8c1b101a70001293790
2023-08-13 17:56:59,2023-08-13 17:59:31,0,174.56.63.126,100,152,1,2023-08-13 17:59:31,R_2f38cRxuQnS4kVB,,,,,35.0813,-106.6387,anonymous,EN,1,61589a4cf5deaf0be63bf31e,2,2,2,4,,,,,,,,5,84,15,82,31,I think the company is more reliable for the accident because if the copilot is in control the copilot is making the decisions and getting into the accidents,2,2,,4,,26,1,,1,35,61589a4cf5deaf0be63bf31e
2023-08-13 17:57:46,2023-08-13 17:59:34,0,72.183.254.50,100,107,1,2023-08-13 17:59:35,R_2f7Cxo157simyO0,,,,,31.7596,-106.4884,anonymous,EN,1,608981c1be83df6a5452398e,2,2,3,1,6,100,51,96,94,the company for creating the car,2,,,,,,,,2,,3,,35,4,,1,0,608981c1be83df6a5452398e
2023-08-13 17:50:59,2023-08-13 17:59:35,0,24.94.249.255,100,515,1,2023-08-13 17:59:36,R_3Hvql06Tzme8n5P,,,,,31.1498,-85.369,anonymous,EN,1,62b0d68496379e085ae5d793,2,2,1,1,5,83,61,50,50,The company was designed to be fail proof but failed. The human should have been paying attention anyways though so both are at fault.,2,,,,,,,,2,,3,,33,1,,1,50,62b0d68496379e085ae5d793
2023-08-13 17:51:33,2023-08-13 18:00:00,0,162.232.192.70,100,506,1,2023-08-13 18:00:01,R_DIgUqGmLPMDMCQx,,,,,33.8519,-83.412,anonymous,EN,1,62e185310b9f424dae8113a9,2,2,2,4,5,60,75,60,75,"I think that human drivers of self-driving vehicles must understand that their vehicles are not perfect, and that they should not depend on them implicitly. Therefore, drivers must still be cautious with the autopilot feature, and when a mistake happens when they are not actively monitoring the vehicle, it should fall on them. However, the company's autopilot feature did not detect the stop sign, which is something that the algorithm should have detected. Because of this, I think that the company has some liability, but not as much as the driver.",2,,,,,,,,1,,2,,20,3,,1,15,62e185310b9f424dae8113a9
2023-08-13 17:52:50,2023-08-13 18:00:10,0,71.80.205.190,100,439,1,2023-08-13 18:00:10,R_116d7RAjNV7DZVG,,,,,43.2294,-123.2392,anonymous,EN,1,590f89c75cad260001603033,2,2,2,4,,,,,,,,2,85,70,85,70,"If the Autopilot system was operating properly, it should have stopped for the sign. It's failure to do so suggests a critical flaw in the AV system. Humans can get distracted by elements outside of them, and in such cases that lead to accidents, the human is held responsible.",1,1,,5,,44,3,,1,75,590f89c75cad260001603033
2023-08-13 17:51:02,2023-08-13 18:00:19,0,107.204.36.174,100,557,1,2023-08-13 18:00:20,R_2fwWNVS4EmfHhJB,,,,,34.1211,-117.4362,anonymous,EN,1,63ed9dbc1c7838ffcbb42142,2,2,2,4,5,88,100,75,100,"No matter how much automation is available, the final onus lays with the human driver of the vehicle. The automation is the first layer of driving, but the last needs to be the human driver. So the human driver is at fault for any failures.",2,,,,,,,,1,,4,,35,4,,1,80,63ed9dbc1c7838ffcbb42142
2023-08-13 17:54:18,2023-08-13 18:00:23,0,97.101.228.117,100,364,1,2023-08-13 18:00:23,R_tWKoCN9VCMkSjjb,,,,,28.5521,-81.301,anonymous,EN,1,614eac3eaf6800e796448be1,2,2,2,4,4,41,74,72,68,The human driver is more responsible. Since he could always make up for the lack of the companies technology.,2,,,,,,,,1,,3,,26,4,,1,67,614eac3eaf6800e796448be1
2023-08-13 17:56:58,2023-08-13 18:00:26,0,73.131.121.127,100,207,1,2023-08-13 18:00:26,R_1IisiJ6sr1TpJQ6,,,,,32.9918,-80.1187,anonymous,EN,1,5f033d7bfb996350d7fb2590,2,2,2,4,,,,,,,,4,35,75,20,80,The human driver should still be actively monitoring driving conditions and be ready to intervene in certain situations such as the one described above.,1,1,,3,,28,4,,1,50,5f033d7bfb996350d7fb2590
2023-08-13 17:50:50,2023-08-13 18:00:27,0,162.204.240.214,100,576,1,2023-08-13 18:00:27,R_4I10UI5d22pgpGx,,,,,42.6074,-87.8305,anonymous,EN,1,63ea4558f76925f155219ff6,2,2,2,4,6,77,71,71,16,"The human should have been paying attention but if the car was on autopilot the car should know to sense stop signs or area that it will need to come to a stop. SO both are liable, hence the company holding partial responsibility in this case. ",2,,,,,,,,2,,3,,41,1,,2,40,63ea4558f76925f155219ff6
2023-08-13 17:44:19,2023-08-13 18:00:27,0,73.240.121.215,100,967,1,2023-08-13 18:00:27,R_3JlbR4dhXj7gWWg,,,,,46.1406,-122.8856,anonymous,EN,1,5dc5bd296a8a334443fbf216,2,1,2,4,,,,,,,,2,0,100,20,100,The driver is responsible because he was the pilot not the car and he shouldnt have been looking at his phone.  the company isnt because he knew what was required and how the car worked.,1,2,,3,,51,3,,1,40,5dc5bd296a8a334443fbf216
2023-08-13 17:54:29,2023-08-13 18:00:31,0,192.171.211.19,100,361,1,2023-08-13 18:00:32,R_1Lwb7PQdAcR8PyM,,,,,42.0727,-93.8718,anonymous,EN,1,57f3b6bfa1100100016d1454,2,2,2,4,,,,,,,,4,50,50,80,20,I am assuming that prevention of this type of situation is what the service is designed for and that Aeon is mostly liable for these incidents with the driver's insurance assuming a small amount of liability via the driver.,2,1,,3,,44,3,,1,20,57f3b6bfa1100100016d1454
2023-08-13 17:57:35,2023-08-13 18:00:34,0,71.71.59.11,100,179,1,2023-08-13 18:00:35,R_3NR0IjGNH9XcQBy,,,,,34.5446,-77.9402,anonymous,EN,1,5d37ad921c16bb0015281337,2,2,2,4,,,,,,,,5,50,45,60,70,"Tough question. The human bought the car, and it seems like a terrible idea to own a car controlled by a machine.",1,2,,3,,38,3,,1,14,5d37ad921c16bb0015281337
2023-08-13 17:55:25,2023-08-13 18:00:39,0,108.36.87.221,100,314,1,2023-08-13 18:00:39,R_1DRUhGXkEtS0BIi,,,,,39.9206,-75.1826,anonymous,EN,1,646b5c1379e3a80a56e27d75,2,2,1,1,,,,,,,,4,88,85,82,92,The human driver is more responsible because  you should still keep your eyes on the road instead of depending on a computer.,2,2,,1,,51,5,,1,60,646b5c1379e3a80a56e27d75
2023-08-13 17:55:16,2023-08-13 18:00:53,0,99.164.64.93,100,337,1,2023-08-13 18:00:54,R_1LIPdGN3aDN0XoX,,,,,32.7507,-97.2095,anonymous,EN,1,64b09076e81e8c03556dafee,2,2,2,4,,,,,,,,4,55,95,55,95,The human should ultimately be in control.  He should not have been reading his text message and should not have relied on the copilot system.,2,2,,3,,54,5,,1,5,64b09076e81e8c03556dafee
2023-08-13 17:57:00,2023-08-13 18:01:00,0,130.44.112.163,100,240,1,2023-08-13 18:01:01,R_2Rb1H4V2hja0Lgb,,,,,42.3474,-71.1582,anonymous,EN,1,603e65fdf76712ed931cadd3,2,2,2,4,,,,,,,,4,40,70,71,62,"I think the human is somewhat liable, but the company is more liable. The sentence ""is being driven home by"" implies that the car is supposed to be doing the majority of the work. ",1,2,,3,,28,4,,1,30,603e65fdf76712ed931cadd3
2023-08-13 17:58:07,2023-08-13 18:01:05,0,98.207.226.221,100,178,1,2023-08-13 18:01:06,R_1C7vXKP2JOp5Qym,,,,,38.4354,-122.7128,anonymous,EN,1,5f396bc1a1a8740c2e13eb54,2,2,2,4,5,55,45,55,45,"I think the company is slightly more responsible because the whole point of it is that it's ""autopilot"" right? So it didn't do its job very well.",2,,,,,,,,2,,2,,30,4,,1,32,5f396bc1a1a8740c2e13eb54
2023-08-13 17:57:30,2023-08-13 18:01:06,0,108.30.30.224,100,215,1,2023-08-13 18:01:06,R_1KoOGN9R3Wrttne,,,,,40.6446,-73.9743,anonymous,EN,1,63d250bd856656b62ed7fb74,2,2,2,4,4,0,100,0,100,"It is illegal to text and drive, humans are still responsible for the vehicle. ",3,,,,,,,,1,,3,,23,1,,1,85,63d250bd856656b62ed7fb74
2023-08-13 17:56:02,2023-08-13 18:01:08,0,168.150.15.41,100,306,1,2023-08-13 18:01:08,R_1OUYKUQJTPx07YD,,,,,38.5559,-121.7391,anonymous,EN,1,604c642413cb462c03748513,2,2,2,4,6,61,91,71,92,"I think both are liable but the human moreso. Unless the autopilot promised 100% effectiveness, you are still responsible for the vehicle you are driving and any accident or injury you cause while operating the vehicle.",3,,,,,,,,2,,1,,24,3,,1,8,604c642413cb462c03748513
2023-08-13 17:58:26,2023-08-13 18:01:20,0,76.181.231.137,100,174,1,2023-08-13 18:01:21,R_1FrfkTNsn413l5z,,,,,40.0207,-82.8115,anonymous,EN,1,64136adc3a40777bfe518cc0,2,2,2,4,3,62,83,60,62,"if the car was supposed to handle basic driving environments then Aeon, otherwise the driver himself",2,,,,,,,,1,,3,,23,4,,1,86,64136adc3a40777bfe518cc0
2023-08-13 17:58:22,2023-08-13 18:01:35,0,108.24.165.82,100,193,1,2023-08-13 18:01:36,R_tWcmTWs1mTwjBmh,,,,,39.9053,-75.0023,anonymous,EN,1,54837312fdf99b2490ad57b6,2,2,2,4,4,0,100,0,100,The liability still falls 100% to the human driver. They would always rank first as most responsible because they have to be alert while driving.,2,,,,,,,,2,,3,,41,4,,1,25,54837312fdf99b2490ad57b6
2023-08-13 17:58:07,2023-08-13 18:01:36,0,73.96.255.241,100,208,1,2023-08-13 18:01:36,R_w05E318qp55aMh3,,,,,44.6554,-123.135,anonymous,EN,1,614016b99ef934f87c7ee4da,2,2,2,4,,,,,,,,6,50,100,50,100,"The human is most liable because he was texting while driving. ",1,1,,3,,38,4,,1,30,614016b99ef934f87c7ee4da
2023-08-13 17:59:34,2023-08-13 18:01:42,0,70.187.30.211,100,127,1,2023-08-13 18:01:42,R_2fe42gk0UUvDDkR,,,,,41.2767,-96.2434,anonymous,EN,1,62e12eafa1f5eeafaf30f23b,2,2,2,4,,,,,,,,3,40,100,70,100,The human should be paying attention and not trust a machine to do so.,1,1,,3,,27,5,,1,20,62e12eafa1f5eeafaf30f23b
2023-08-13 17:58:56,2023-08-13 18:02:01,0,68.202.92.39,100,185,1,2023-08-13 18:02:02,R_2aVkpb9BmC41TmZ,,,,,28.5788,-81.4396,anonymous,EN,1,60be09fe05b5adf03149a85f,2,2,2,3,,,,,,,,4,2,100,0,100,The human driver is ultimately responsible for the operation of the vehicle and should keep their eyes on the road at all times.,1,2,,3,,42,3,,1,29,60be09fe05b5adf03149a85f
2023-08-13 17:58:39,2023-08-13 18:02:03,0,97.95.215.125,100,203,1,2023-08-13 18:02:04,R_3rWpAA8qyBFT5UB,,,,,43.0352,-83.5248,anonymous,EN,1,5dd1ab5dd3ac2a21600f87b8,2,2,2,4,6,38,100,27,100,"If the car isn't 100% on auto mode, it should be the human's fault.",2,,,,,,,,1,,3,,36,5,,1,46,5dd1ab5dd3ac2a21600f87b8
2023-08-13 17:57:33,2023-08-13 18:02:07,0,174.213.160.222,100,273,1,2023-08-13 18:02:07,R_1Gv5rMZ8rXeg5m7,,,,,41.6021,-93.6124,anonymous,EN,1,63268ad93b6ecc1acf782a21,2,2,1,4,5,50,75,50,100,"The driver is more responsible because he is ultimately in control of the vehicle. ",3,,,,,,,,1,,3,,29,3,,1,20,63268ad93b6ecc1acf782a21
2023-08-13 17:53:56,2023-08-13 18:02:16,0,32.215.21.135,100,500,1,2023-08-13 18:02:16,R_1n8izLWJoALmBGe,,,,,41.5481,-73.0012,anonymous,EN,1,645d33ec4a2f50e44e027000,2,2,2,4,,,,,,,,3,100,0,100,0,"the company reason being it is set as the pilot and should be program , therefor should detect or have a response when it near a vehical",1,2,,1,,52,1,,1,50,645d33ec4a2f50e44e027000
2023-08-13 17:58:32,2023-08-13 18:02:18,0,100.6.61.116,100,226,1,2023-08-13 18:02:19,R_3nufWnT8x10U3TT,,,,,40.4295,-80.0152,anonymous,EN,1,63d7c1f187a0f50e7e150f6a,2,2,2,4,,,,,,,,4,0,100,0,100,The human driver is still in charge due to it not being a perfect system yet,1,2,,3,,34,3,,1,51,63d7c1f187a0f50e7e150f6a
2023-08-13 18:00:00,2023-08-13 18:02:19,0,24.184.213.56,100,139,1,2023-08-13 18:02:20,R_3M9lDtJ3UqsSDlJ,,,,,40.8833,-73.1597,anonymous,EN,1,63d7d03a967a6e949cb3af9e,2,2,2,4,4,61,40,49,51,"While the company and car are liable in some sense due to their technology and their promise of safety, the driver assumes responsibility in some form from their agreement when they bought the car. They will likely split fault in some way.",2,,,,,,,,1,,3,,26,4,,1,28,63d7d03a967a6e949cb3af9e
2023-08-13 17:54:29,2023-08-13 18:02:19,0,184.91.165.57,100,469,1,2023-08-13 18:02:20,R_3QPL79G7Mlr3riV,,,,,27.9697,-80.6486,anonymous,EN,1,6398af4f26e303972b2d4eab,2,1,2,4,5,69,62,80,65,"Since the car was technically on autopilot, the company should be liable",3,,,,,,,,2,,3,,60,1,,1,17,6398af4f26e303972b2d4eab
2023-08-13 17:57:41,2023-08-13 18:02:24,0,173.79.7.187,100,282,1,2023-08-13 18:02:25,R_2ByBraDDt66Lt4B,,,,,38.7493,-77.4719,anonymous,EN,1,5ee6706034f12e3d82d952aa,2,2,2,4,,,,,,,,4,75,90,75,90,"The human driver is more liable because he's still in a car which inherently carries the risk of harming other people if not careful. He should not look down to check a text message, and even if he needs to, he should've noticed the stop sign in advance and delayed checking the text message.",1,1,,2,,27,4,,1,40,5ee6706034f12e3d82d952aa
2023-08-13 17:59:03,2023-08-13 18:02:29,0,69.136.249.77,100,205,1,2023-08-13 18:02:29,R_3nx5paNtqgUJ4Mt,,,,,39.3773,-74.6123,anonymous,EN,1,604dff87be5115f1266d3963,2,2,2,4,6,80,70,80,100,"Aeon should have prevented the accident, but ultimately the person behind the wheel is responsible for the vehicle.",3,,,,,,,,1,,3,,61,5,,1,30,604dff87be5115f1266d3963
2023-08-13 17:58:36,2023-08-13 18:02:47,0,24.49.59.18,100,250,1,2023-08-13 18:02:47,R_3OWGwTTjl62RIKR,,,,,39.6343,-77.7337,anonymous,EN,1,5ee526f3eca1a22601d187f4,2,2,2,4,,,,,,,,3,80,60,90,30,The company's product was responsible for controlling the car. It failed in that task therefore they are responsible.,1,1,,3,,61,3,,1,10,5ee526f3eca1a22601d187f4
2023-08-13 17:53:15,2023-08-13 18:02:51,0,73.15.214.73,100,575,1,2023-08-13 18:02:52,R_8BTxRwZCFtlrBfP,,,,,37.7201,-122.4414,anonymous,EN,1,5ec359a0e7928519b8cf64af,2,2,2,4,2,60,40,60,40,"Since its on autopilot I think the car is more to blame, although the person is also part of the equation",2,,,,,,,,1,,4,,25,4,,1,19,5ec359a0e7928519b8cf64af
2023-08-13 17:55:30,2023-08-13 18:02:54,0,71.77.243.115,100,443,1,2023-08-13 18:02:54,R_2zqj4z0WHzMiuB2,,,,,34.9418,-77.7673,anonymous,EN,1,5ee40379f796cb0ef51111df,2,2,2,4,5,89,70,100,70,"The car is built for that very reason and it didn't do its job to take over for the driver. But if the driver knew this car wouldn't take charge and prepare him for a stop he would be liable. Especially, if there was a function that needs to be selected before automation is enabled.  ",3,,,,,,,,2,,1,,27,4,,1,73,5ee40379f796cb0ef51111df
2023-08-13 17:59:54,2023-08-13 18:03:16,0,70.16.135.197,100,202,1,2023-08-13 18:03:17,R_1mUVri7JRpw2Pdx,,,,,40.595,-75.5289,anonymous,EN,1,62fc5b73a17ebeacbab38477,2,2,2,4,5,25,100,25,100,"The human driver is liable. He is operating the machine and is ultimately responsible for its behavior. If he was paying attention he could have avoided the accident. ",2,,,,,,,,1,,3,,31,5,,1,70,62fc5b73a17ebeacbab38477
2023-08-13 18:00:10,2023-08-13 18:03:17,0,174.197.141.132,100,187,1,2023-08-13 18:03:18,R_2uVXSoZDXtwGZgZ,,,,,40.598,-73.9467,anonymous,EN,1,60ff31099558249740d0d3b0,2,2,2,4,,,,,,,,6,81,62,87,68,"
The company is more liable for the accident, because they promise a copilot experience, which a human should be able to rely on.",1,2,,3,,25,4,,1,40,60ff31099558249740d0d3b0
2023-08-13 18:01:44,2023-08-13 18:03:42,0,24.93.142.144,100,118,1,2023-08-13 18:03:43,R_3efB8asPqUXMZMx,,,,,44.3738,-68.2448,anonymous,EN,1,606e3ddf19540080228e3a0c,2,2,2,4,,,,,,,,3,70,94,73,100,I think they both are at fault,1,2,,3,,32,5,,1,11,606e3ddf19540080228e3a0c
2023-08-13 18:00:13,2023-08-13 18:03:48,0,98.118.132.83,100,214,1,2023-08-13 18:03:49,R_0jLSOKfXIGgQcYF,,,,,42.7368,-78.8358,anonymous,EN,1,5b6f49b7d60bdd0001ade437,2,2,2,4,5,100,100,100,100,AEON is responsible for bad software. The human is responsible for not paying attention.,2,,,,,,,,1,,3,,68,5,,1,90,5b6f49b7d60bdd0001ade437
2023-08-13 17:59:54,2023-08-13 18:03:55,0,68.7.243.150,100,240,1,2023-08-13 18:03:56,R_1I4XYws9YRF6ReH,,,,,32.7258,-116.9933,anonymous,EN,1,63ea4bddfda76559701c9dee,2,2,2,4,5,60,90,40,90,"The human is liable because he chose to look away from the wheel. Even if the car is driving, the human should be watching.",2,,,,,,,,1,,5,,26,2,,1,60,63ea4bddfda76559701c9dee
2023-08-13 18:00:46,2023-08-13 18:04:09,0,100.14.184.173,100,202,1,2023-08-13 18:04:09,R_3ekx0RFiy95wZBW,,,,,39.9664,-75.1685,anonymous,EN,1,567b073bb7d79a0005b270bd,2,2,2,4,,,,,,,,4,95,10,85,30,The company should be responsible it is their car that malfunctioned and caused the crash.,1,1,,2,,36,4,,1,17,567b073bb7d79a0005b270bd
2023-08-13 18:00:06,2023-08-13 18:04:10,0,75.72.117.49,100,243,1,2023-08-13 18:04:10,R_3kbQoxCmM9GxVU9,,,,,45.0769,-93.1372,anonymous,EN,1,622e97262adc38e0cb0d670a,2,2,2,4,6,100,0,100,20,"Well i should preface it by saying, we don't know what level the car is at, but if it's level 6, then I believe it is Aeon that is at fault.,",2,,,,,,,,2,,3,,66,4,,1,0,622e97262adc38e0cb0d670a
2023-08-13 18:01:41,2023-08-13 18:04:11,0,68.231.169.70,100,149,1,2023-08-13 18:04:11,R_2VgAhA4TAwM8BXW,,,,,32.2699,-110.9853,anonymous,EN,1,62bdfe451d380bec13a4a864,2,2,2,4,,,,,,,,5,72,89,51,92,I think the human driver is more liable because they made the choice to use Aeon to complete their driving. They employed the company and assumed the responsibility.,2,2,,3,,26,5,,1,19,62bdfe451d380bec13a4a864
2023-08-13 17:59:42,2023-08-13 18:04:25,0,72.92.228.142,100,283,1,2023-08-13 18:04:25,R_1IWP3VOOw6pqnMq,,,,,41.6925,-71.5705,anonymous,EN,1,63614cab87b22b72231c66e0,2,2,1,4,,,,,,,,3,51,97,51,79,"human have more control , plus a ai coul have a error and mess up or get hacked",2,1,,3,,25,1,,2,33,63614cab87b22b72231c66e0
2023-08-13 17:59:50,2023-08-13 18:04:29,0,98.246.195.64,100,279,1,2023-08-13 18:04:30,R_4Jls2fHARxecLcZ,,,,,45.6197,-122.5827,anonymous,EN,1,611b39726e9958645cd37e18,2,2,1,4,6,50,50,50,50,"I think they should equally be liable the human should’ve been paying attention no matter what ",2,,,,,,,,2,,3,,29,8,Some high school,2,0,611b39726e9958645cd37e18
2023-08-13 18:02:03,2023-08-13 18:04:39,0,73.247.228.40,100,156,1,2023-08-13 18:04:40,R_3khQaacTvLBteCA,,,,,41.8386,-87.9632,anonymous,EN,1,578d3224900cc80001d2e704,2,2,2,4,3,27,82,28,72,The human driver was suppose to be looking out at the road so he is the one at fault.,3,,,,,,,,1,,3,,37,3,,1,27,578d3224900cc80001d2e704
2023-08-13 18:02:34,2023-08-13 18:04:49,0,96.33.16.105,100,134,1,2023-08-13 18:04:50,R_Z9aJMhQ87DJ0lix,,,,,36.334,-82.3439,anonymous,EN,1,647d380660e059e1612303e8,2,2,2,4,,,,,,,,4,12,100,20,100,Human still should be paying attention.,1,1,,3,,41,4,,1,77,647d380660e059e1612303e8
2023-08-13 17:59:39,2023-08-13 18:04:53,0,73.24.206.144,100,314,1,2023-08-13 18:04:54,R_2zBanxE3vvpEG9J,,,,,32.2163,-110.9241,anonymous,EN,1,63ed83c2779506216941e264,2,2,2,4,,,,,,,,6,5,95,5,95,"Ultimately, the driver has to maintain eyes on the road.  ",1,4,"Non-binary ",3,,65,5,,1,60,63ed83c2779506216941e264
2023-08-13 18:01:09,2023-08-13 18:05:03,0,104.2.228.245,100,234,1,2023-08-13 18:05:03,R_Z4fTHdRHCaYZa37,,,,,34.9969,-81.2259,anonymous,EN,1,60feef097d44475bccfb2e03,2,2,2,4,,,,,,,,2,94,68,82,79,"If the company promises the co pilot they should be responsible at least to some degrees. The driver has the promised pilot on and it missed the stop sign as well as the human so they are nothing at fault. ",1,2,,3,,27,3,,1,12,60feef097d44475bccfb2e03
2023-08-13 18:02:46,2023-08-13 18:05:10,0,67.11.233.22,100,143,1,2023-08-13 18:05:10,R_s6kEefUSl4Ifqxj,,,,,29.4227,-98.4927,anonymous,EN,1,5d391bc980ccd20018ac4006,2,2,1,4,3,40,70,50,90,"I think the human driver is liable, they should have been paying attention.",3,,,,,,,,1,,3,,38,2,,1,26,5d391bc980ccd20018ac4006
2023-08-13 17:52:17,2023-08-13 18:05:14,0,108.3.173.72,100,777,1,2023-08-13 18:05:15,R_qQqVROi59Tfybvj,,,,,39.1244,-76.495,anonymous,EN,1,63d40f1c4b562cd65c4555f7,2,2,1,4,,,,,,,,4,59,94,65,85,"Ultimately at the end of the day the driver needs to pay attention all the time ",1,1,,3,,25,3,,1,89,63d40f1c4b562cd65c4555f7
2023-08-13 18:02:06,2023-08-13 18:05:17,0,24.8.249.237,100,191,1,2023-08-13 18:05:18,R_3Hvsy4OVls6pfME,,,,,40.4236,-105.0935,anonymous,EN,1,5dea5ba4446c901777bde897,2,2,2,4,,,,,,,,4,80,50,81,50,"I think that if there is a co-pilot in the car, it is reasonable the driver might feel they can let go and let the co-pilot take control. ",2,2,,3,,44,5,,1,14,5dea5ba4446c901777bde897
2023-08-13 18:02:30,2023-08-13 18:05:26,0,207.98.199.253,100,175,1,2023-08-13 18:05:26,R_3HoTGVUIKbombdL,,,,,27.8485,-82.7944,anonymous,EN,1,6288c55999c075200b4bfc41,2,2,2,4,5,63,91,60,92,"I think that ultimately it is the drivers fault, as they have the ability to override the autopilot. The autopilot is also going to make mistakes",2,,,,,,,,2,,3,,29,7,,1,33,6288c55999c075200b4bfc41
2023-08-13 18:02:22,2023-08-13 18:05:26,0,174.164.3.132,100,184,1,2023-08-13 18:05:27,R_2AZMmFHiOmwqnS1,,,,,47.8388,-122.1985,anonymous,EN,1,5cb8b6a4227d880017d1c0ae,2,2,2,4,,,,,,,,2,59,72,74,69,"it's hard to say as i don't know what all was ""promised"" from the company. i think fault lies in both parties without much more information",1,2,,3,,37,2,,1,42,5cb8b6a4227d880017d1c0ae
2023-08-13 18:02:26,2023-08-13 18:05:29,0,192.173.172.63,100,182,1,2023-08-13 18:05:30,R_3gTThwLIb6Zwei5,,,,,47.2109,-122.4147,anonymous,EN,1,63614d7ed7516f2df577dd64,2,2,2,4,,,,,,,,5,100,0,100,0,If the technology was being engaged to do the driving then any accidents would be the fault of the technology.,2,1,,3,,37,5,,1,0,63614d7ed7516f2df577dd64
2023-08-13 18:02:35,2023-08-13 18:05:47,0,68.134.27.133,100,191,1,2023-08-13 18:05:47,R_8H1NOvr1FspjaWl,,,,,39.2151,-76.754,anonymous,EN,1,5d9d6367a9b2be001450ac4d,2,2,2,4,,,,,,,,5,10,82,10,96,The human should still be paying attention close enough that it could take over if a mistake occurs.,1,2,,3,,32,5,,1,20,5d9d6367a9b2be001450ac4d
2023-08-13 17:58:45,2023-08-13 18:05:55,0,70.120.3.33,100,429,1,2023-08-13 18:05:56,R_UgXkDuFrTqCdTzP,,,,,29.4227,-98.4927,anonymous,EN,1,6151e68ec5f6f5f9039ebace,2,2,2,4,5,25,66,40,80,"At the current time, I'm personally pessimistic about any driving AI to handle /all/ road conditions, and the driver must have a rational, definite decision to make to override any uncertainty the AI may be having. That said, if the driver fails to intervene on the action, it should be the driver's fault since they weren't being attentive",2,,,,,,,,1,,3,,26,5,,1,30,6151e68ec5f6f5f9039ebace
2023-08-13 18:03:05,2023-08-13 18:06:05,0,73.169.47.233,100,179,1,2023-08-13 18:06:05,R_3abzogWFfiwrcOd,,,,,38.7893,-104.8221,anonymous,EN,1,5a01a0fd728b1b0001ad89f8,2,2,2,4,3,34,65,33,71,The human shouldn't have looked at the text message. The car should have some sort of collision detection system.,2,,,,,,,,2,,3,,34,4,,1,54,5a01a0fd728b1b0001ad89f8
2023-08-13 18:02:37,2023-08-13 18:06:15,0,108.207.58.153,100,218,1,2023-08-13 18:06:16,R_3oRwVPAddJxP8Xc,,,,,42.7606,-84.5563,anonymous,EN,1,629ff307031e3b1f06456e78,2,2,2,4,,,,,,,,4,27,72,40,64,"I think the driver despite using technology to drive, still needs to be aware at all times. They still need to obey traffic laws, which include not using your phone while driving.",1,1,,3,,29,5,,1,80,629ff307031e3b1f06456e78
2023-08-13 18:02:49,2023-08-13 18:06:23,0,73.94.72.168,100,213,1,2023-08-13 18:06:23,R_a4MHFZc6xasYUbn,,,,,45.0196,-93.2402,anonymous,EN,1,5f405adcda0ade19c87826bd,2,2,1,4,,,,,,,,5,100,90,100,95,The company is more liable.  They have marketed a copilot program and the expectation is that basic driving tasks are performed by the car.  Recognizing a stop sign is a basic driving task.,2,2,,3,,33,7,,1,20,5f405adcda0ade19c87826bd
2023-08-13 17:59:13,2023-08-13 18:06:28,0,108.6.134.230,100,435,1,2023-08-13 18:06:29,R_3xw00eSrtZbwAlb,,,,,40.7852,-73.8098,anonymous,EN,1,5e415a5f9dd805382f0b6af9,2,2,2,4,5,80,20,80,20,"If it is an autopilot driven car then it should have automatically stopped at the STOP sign. Their system failed. The human should have monitored it, but it is largely Aeon's fault.",3,,,,,,,,1,,2,,50,4,,1,40,5e415a5f9dd805382f0b6af9
2023-08-13 17:58:20,2023-08-13 18:06:29,0,174.251.160.82,100,489,1,2023-08-13 18:06:30,R_PzFS7pf4knLSCY1,,,,,34.0544,-118.2441,anonymous,EN,1,6356ee35a32f19e14c149cb2,2,2,2,4,,,,,,,,2,13,100,11,93,"Humans are to be held accountable for their mistakes ",1,1,,3,,49,1,,1,84,6356ee35a32f19e14c149cb2
