StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,comp_3,words_1,level_1,level_2,hard_1_1,info_text,level_3,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,clicked
2023-07-28 08:31:04,2023-07-28 08:31:04,Survey Test,,100,0,True,2023-07-28 08:31:04,R_beggYah1LPjKGoK,,,,,,,test,,I disagree,"In metus nunc ac aenean dictumst. Tellus, sed? Auctor dapibus nulla sollicitudin convallis.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:05,2023-07-28 08:31:05,Survey Test,,100,0,True,2023-07-28 08:31:05,R_cYFSJDAZhRBLLvg,,,,,,,test,,I disagree,Aliquam! Tincidunt. Purus ullamcorper vehicula mauris mi vivamus pretium est posuere.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:05,2023-07-28 08:31:05,Survey Test,,100,0,True,2023-07-28 08:31:05,R_8HcpsGemm0hhK6i,,,,,,,test,,I agree,Vestibulum magnis amet massa facilisi? Accumsan sit! Ac ab volutpat primis etiam vel. Accumsan.,Paul,Purple,Six people’s preferences for humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN","Egestas est. Turpis imperdiet scelerisque turpis, sollicitudin malesuada tempor dolor elementum tincidunt vulputate justo.",Lorem accusamus augue bibendum accusamus eleifend. Pellentesque! Dolor commodo turpis praesent justo tempor tellus.,Yes,Level 2,32,"Lectus, magna? Orci augue eros sollicitudin in! Nonummy tempor amet turpis ligula? Eleifend imperdiet pharetra.",,Male,,White or European,,A montes potenti gravida dolorem. At donec imperdiet pellentesque pharetra accusamus gravida fringilla sollicitudin arcu.,Vocational/Technical School (2 year),,No,85,,0
2023-07-28 08:31:05,2023-07-28 08:31:05,Survey Test,,100,0,True,2023-07-28 08:31:05,R_9zuAB8ts7lxEY1E,,,,,,,test,,I disagree,Vehicula nibh cursus praesent enim suspendisse. Purus suscipit. Facilisi faucibus? Mattis massa erat imperdiet iaculis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:05,2023-07-28 08:31:05,Survey Test,,100,0,True,2023-07-28 08:31:06,R_9KTRYTijo4u5lxY,,,,,,,test,,I disagree,"Fusce venenatis accusamus viverra nibh velit quis rutrum, potenti commodo.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:06,2023-07-28 08:31:06,Survey Test,,100,0,True,2023-07-28 08:31:06,R_3rrUC2PydGH13n0,,,,,,,test,,I agree,Scelerisque porttitor ultricies aliquam! A non commodo quis nec cursus potenti urna sollicitudin ab.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:06,2023-07-28 08:31:06,Survey Test,,100,0,True,2023-07-28 08:31:06,R_9F6kBRkyzaVmzm6,,,,,,,test,,I agree,"Etiam. Facilisis elementum nonummy potenti molestie et, suscipit! Nunc purus porttitor non suspendisse suspendisse accumsan.",Neither John nor Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN",Dignissim facilisis magna mi. Ullamcorper. Egestas wisi dui consectetuer. Posuere. Aliquam felis? Culpa viverra dui.,Tempor a erat nulla. Et dignissim consequat nibh! Facilisis quis faucibus atque maecenas dolorem dictumst.,Yes,Level 4,23,Dignissim dolorem sit est. Fringilla wisi nonummy venenatis vehicula molestie.,,Female,,White or European,,Et at. Diam ultrices lectus tempora auctor vehicula natoque eros.,Doctoral Degree (PhD),,No,99,,0
2023-07-28 08:31:06,2023-07-28 08:31:06,Survey Test,,100,0,True,2023-07-28 08:31:06,R_cMkE5wOlMOaJdDE,,,,,,,test,,I disagree,Temporibus praesent aliquam porttitor? Massa nunc egestas facilisi urna fringilla id! Volutpat.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:06,2023-07-28 08:31:06,Survey Test,,100,0,True,2023-07-28 08:31:07,R_1AGJGzvrLEftFdQ,,,,,,,test,,I agree,Justo urna sapien. Montes. Commodo ac posuere ante per ultrices elementum at.,John,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE","Maecenas, accumsan? Egestas mattis facilisis, at pharetra magnis purus sit faucibus aliquet leo eu atque.",Massa! Viverra turpis suscipit enim in nullam sollicitudin. Platea rhoncus tempus? Interdum a.,No,,,,Level 3,Male,,Black or African American,,Quis egestas consequat eros pede neque imperdiet. Etiam in! Malesuada lacus maecenas.,Masters Degree (MS),,No,52,,0
2023-07-28 08:31:07,2023-07-28 08:31:07,Survey Test,,100,0,True,2023-07-28 08:31:07,R_1C7HoMds90W9RAy,,,,,,,test,,I agree,Facilisi lorem scelerisque tellus morbi egestas ante rutrum dapibus maecenas facilisis dui.,Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:07,2023-07-28 08:31:07,Survey Test,,100,0,True,2023-07-28 08:31:07,R_efKtFqRWlyA3cge,,,,,,,test,,I agree,Mattis donec urna ullamcorper suscipit ut platea praesent! Posuere metus accumsan urna lorem. Facilisis.,Paul,Green,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE","Vitae sagittis nunc natoque, aenean? Suspendisse commodo sit nibh arcu iaculis, integer magnis ante blandit.","Lorem facilisi, ligula tellus justo magna vulputate tempora ut nec! Nulla.",Yes,Level 1,73,Elementum enim augue placerat ipsum diam phasellus nulla vestibulum nonummy.,,Male,,Prefer Not to Say,,"Ligula pellentesque justo, vehicula dolor euismod vestibulum dictumst et, gravida ullamcorper volutpat interdum.",College Graduate (4 year),,No,42,,0
2023-07-28 08:31:07,2023-07-28 08:31:07,Survey Test,,100,0,True,2023-07-28 08:31:07,R_4Oxtzw3DcHzHRD8,,,,,,,test,,I agree,Ultrices sapien praesent platea lectus ante est dictumst pretium ultrices fringilla faucibus.,Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:07,2023-07-28 08:31:07,Survey Test,,100,0,True,2023-07-28 08:31:08,R_5nihfCQa2Fwu634,,,,,,,test,,I disagree,Nec tempor est tellus atque molestie neque orci! Rhoncus bibendum.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:08,2023-07-28 08:31:08,Survey Test,,100,0,True,2023-07-28 08:31:08,R_ai4XqMa9m6tdn14,,,,,,,test,,I disagree,Eleifend! At turpis erat eleifend eu facilisi temporibus nibh nullam ligula euismod.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:08,2023-07-28 08:31:08,Survey Test,,100,0,True,2023-07-28 08:31:08,R_3yjQxJs5g3NbCbI,,,,,,,test,,I disagree,Primis venenatis justo? Arcu ipsum sollicitudin dolor sagittis purus? Mattis! Est mi.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:08,2023-07-28 08:31:08,Survey Test,,100,0,True,2023-07-28 08:31:08,R_dn8KnG5mhUlUgSy,,,,,,,test,,I disagree,Bibendum! Mauris purus elit posuere ante accusamus dictumst venenatis elementum praesent mi.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:08,2023-07-28 08:31:08,Survey Test,,100,0,True,2023-07-28 08:31:09,R_3EHrHSZOBUbs7BA,,,,,,,test,,I disagree,"Metus tempor. Justo sem cras. Fusce tempus. Convallis platea, eleifend fusce sit.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:09,2023-07-28 08:31:09,Survey Test,,100,0,True,2023-07-28 08:31:09,R_8c3J948QKjjUc6i,,,,,,,test,,I agree,Nonummy mattis praesent metus mattis dolorem dolorem mi donec tempora temporibus molestie.,John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:09,2023-07-28 08:31:09,Survey Test,,100,0,True,2023-07-28 08:31:09,R_eFZLKJ5evGDztwW,,,,,,,test,,I agree,Curabitur. Mi tincidunt pellentesque suscipit proin. Dolor facilisis tempor arcu! Pellentesque suspendisse lorem! Etiam sapien.,Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:09,2023-07-28 08:31:09,Survey Test,,100,0,True,2023-07-28 08:31:09,R_8vw8ndGQFsMpQDc,,,,,,,test,,I disagree,"Ante vehicula nulla, donec mi ante phasellus tempor cursus duis felis eleifend.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:09,2023-07-28 08:31:09,Survey Test,,100,0,True,2023-07-28 08:31:10,R_5u43Yl3sZsQsmQS,,,,,,,test,,I agree,Ridiculus urna aliquam aliquet ullamcorper. Turpis magnis blandit tempus arcu fermentum.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:10,2023-07-28 08:31:10,Survey Test,,100,0,True,2023-07-28 08:31:10,R_08Q1V0lgZctINCu,,,,,,,test,,I agree,"Dolor phasellus quis? Non, vestibulum risus aenean volutpat turpis! Sagittis.",Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Cras! Odio. Imperdiet. Mi laoreet scelerisque wisi pede in integer. Ut? Ante aliquet. Eu malesuada.,"Sagittis, mauris nulla eros! A! Magnis curabitur dapibus rhoncus diam turpis dignissim. Magna eu.",No,,,,Level 5,Male,,Other (please specify),"Venenatis, ultricies. Luctus fringilla malesuada posuere pharetra tempor eros cursus accusamus.","Erat. Ante, mattis etiam eu sollicitudin orci pharetra purus aenean urna dui accumsan.",Doctoral Degree (PhD),,Yes,32,,0
2023-07-28 08:31:10,2023-07-28 08:31:10,Survey Test,,100,0,True,2023-07-28 08:31:10,R_5ANelbjWgZaoLX0,,,,,,,test,,I disagree,Erat venenatis quis suscipit egestas dolor. Vulputate diam! Mi per rutrum ac.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:10,2023-07-28 08:31:10,Survey Test,,100,0,True,2023-07-28 08:31:10,R_cO61PwJJivUTGvQ,,,,,,,test,,I agree,"Eu. Ut diam quis dolor, pede? Molestie magnis? Justo pellentesque venenatis luctus commodo nunc eu.",Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:10,2023-07-28 08:31:10,Survey Test,,100,0,True,2023-07-28 08:31:10,R_1XpjUEnGkngJCce,,,,,,,test,,I agree,"Ultrices cursus metus, natoque nulla. Eleifend eros diam facilisi culpa.",Both John and Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Lectus culpa vulputate nunc blandit porttitor duis potenti posuere dignissim sapien per velit neque felis.,Wisi potenti urna suscipit at neque duis? Wisi ridiculus. In risus.,Yes,Level 5,99,Consequat risus in scelerisque sit? Viverra. Pede nunc magna ipsum. Etiam vehicula est consequat.,,Prefer not to disclose,,Mixed,,Lacus! Lectus rhoncus venenatis suspendisse montes sed dictumst natoque pede malesuada laoreet.,Vocational/Technical School (2 year),,No,91,,0
2023-07-28 08:31:11,2023-07-28 08:31:11,Survey Test,,100,0,True,2023-07-28 08:31:11,R_brpv4GoN8bVihN4,,,,,,,test,,I disagree,"Lacus tortor sapien et vivamus ab, cursus mattis justo, accumsan in culpa ante.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:11,2023-07-28 08:31:11,Survey Test,,100,0,True,2023-07-28 08:31:11,R_bJ92s2JQVaFTXiC,,,,,,,test,,I agree,"Auctor phasellus aliquet natoque erat mattis, pharetra nonummy arcu aliquam mauris tellus eget.",John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:11,2023-07-28 08:31:11,Survey Test,,100,0,True,2023-07-28 08:31:11,R_8GlB3KqW3nXrsSa,,,,,,,test,,I agree,Vel consectetuer dolorem rutrum primis! Rhoncus luctus mauris ac odio.,Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:11,2023-07-28 08:31:11,Survey Test,,100,0,True,2023-07-28 08:31:11,R_20trj9lnSkNIcg6,,,,,,,test,,I disagree,Phasellus sollicitudin urna sapien mi amet euismod! Rhoncus nonummy! Egestas gravida bibendum pede.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:12,2023-07-28 08:31:12,Survey Test,,100,0,True,2023-07-28 08:31:12,R_cFMVneEvBCAtUW2,,,,,,,test,,I disagree,"Rutrum posuere ultrices nonummy nulla? Eu tortor rhoncus. Tellus, erat eu, ligula culpa turpis elit.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:12,2023-07-28 08:31:12,Survey Test,,100,0,True,2023-07-28 08:31:12,R_cObIwHn5oe0ep2m,,,,,,,test,,I disagree,"Tellus justo? Facilisi? At est tincidunt sagittis, tincidunt vulputate cras? Sit nunc! Integer.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:12,2023-07-28 08:31:12,Survey Test,,100,0,True,2023-07-28 08:31:12,R_42UWneJKzQDtYY6,,,,,,,test,,I agree,"Mattis consectetuer culpa atque ipsum, nullam platea primis vulputate. Elementum.",Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:12,2023-07-28 08:31:12,Survey Test,,100,0,True,2023-07-28 08:31:12,R_6DJJ60w2fUKq7um,,,,,,,test,,I agree,Velit arcu! Fermentum molestie nibh facilisi proin rhoncus cras sem! Nunc ut augue.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:13,2023-07-28 08:31:13,Survey Test,,100,0,True,2023-07-28 08:31:13,R_3s19vSCKSdcvANM,,,,,,,test,,I agree,"Dapibus sem ante ut, rhoncus interdum primis est nullam interdum natoque egestas felis.",Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:13,2023-07-28 08:31:13,Survey Test,,100,0,True,2023-07-28 08:31:13,R_b8BKiX6c5Dah37g,,,,,,,test,,I agree,"Vel mauris massa. Amet venenatis elit erat a! Sit nonummy, interdum blandit, pharetra ultrices mi.",John,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Dignissim pharetra viverra sagittis suspendisse atque leo vulputate enim per pede? Dui.,"Dolorem, laoreet dictumst praesent ridiculus. Ut morbi vivamus porttitor fermentum maecenas malesuada consequat ante lorem.",No,,,,Level 2,Prefer not to disclose,,Prefer Not to Say,,Ridiculus ultricies. Dictumst blandit. Tortor eros. Maecenas! Scelerisque? Urna fermentum donec donec potenti.,"Professional Degree (MD, JD, etc.)",,Yes,61,,0
2023-07-28 08:31:13,2023-07-28 08:31:13,Survey Test,,100,0,True,2023-07-28 08:31:13,R_0IgzNkUemfkUuUu,,,,,,,test,,I disagree,Pede fringilla massa nunc. Aliquet. Gravida. Pharetra atque non iaculis accusamus. Et aliquam aliquet.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:13,2023-07-28 08:31:13,Survey Test,,100,0,True,2023-07-28 08:31:13,R_9mlzcc17zvw1erI,,,,,,,test,,I disagree,"Lectus, vulputate velit fringilla quis per aliquet potenti euismod neque tempor.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:14,2023-07-28 08:31:14,Survey Test,,100,0,True,2023-07-28 08:31:14,R_3EO0FU9ei4n9HyS,,,,,,,test,,I disagree,"Vitae, cursus, id ipsum nec vitae aliquet platea non sollicitudin. Facilisi lacus integer sodales nec.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:14,2023-07-28 08:31:14,Survey Test,,100,0,True,2023-07-28 08:31:14,R_em4gLjktxdcW4Si,,,,,,,test,,I disagree,"Iaculis diam ullamcorper, per. Atque sit ultricies facilisi. Justo nec elit temporibus magnis at, ac.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:14,2023-07-28 08:31:14,Survey Test,,100,0,True,2023-07-28 08:31:14,R_byoVj578cR6rRau,,,,,,,test,,I agree,Diam ipsum magnis aenean vehicula curabitur. Suspendisse! Per dolor laoreet egestas interdum platea.,Neither John nor Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Nec fermentum sem vulputate convallis egestas? Sem platea venenatis scelerisque. Id.,"Dapibus magna laoreet urna porttitor, ipsum viverra venenatis est tempor montes in atque.",No,,,,Level 2,Other (please specify),"Pharetra gravida, consectetuer metus vulputate porta euismod etiam nibh cursus per. Mattis etiam.",Prefer Not to Say,,Elit! Urna dolorem porttitor pellentesque potenti platea. Sed ab ipsum tempus odio! Risus.,High School or Equivalent,,Yes,92,,0
2023-07-28 08:31:14,2023-07-28 08:31:14,Survey Test,,100,0,True,2023-07-28 08:31:15,R_1C7HF4WP7wyr4Me,,,,,,,test,,I agree,Quis quis tellus dictumst natoque id sem id? Rutrum aenean euismod phasellus at natoque? Et.,Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN","Faucibus lacus. Potenti risus, et eu sem? Lacus tempor! Accusamus diam. Est laoreet. Sagittis eu.","Dignissim ab sodales erat tincidunt rhoncus, lectus nullam donec neque. Nulla.",Yes,Level 1,41,"Accusamus, luctus metus. Viverra cursus commodo imperdiet nunc tincidunt placerat viverra primis, tempora, consequat porta.",,Other (please specify),Tempor? Eu faucibus faucibus imperdiet eu bibendum ut proin interdum fusce.,White or European,,Natoque. Rutrum pretium donec dui porttitor integer morbi fermentum! Vel.,Vocational/Technical School (2 year),,Yes,41,,0
2023-07-28 08:31:15,2023-07-28 08:31:15,Survey Test,,100,0,True,2023-07-28 08:31:15,R_9tU4lS1AjD7qv9s,,,,,,,test,,I disagree,Dolor potenti tempor commodo rhoncus in fringilla! Et convallis a.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:15,2023-07-28 08:31:15,Survey Test,,100,0,True,2023-07-28 08:31:15,R_eUMiliX4QCa111I,,,,,,,test,,I agree,"Orci elementum elementum metus suscipit? Volutpat, elementum aliquet donec. Culpa nec justo elit.",Paul,Green,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Ipsum id morbi accusamus! Cursus sodales dui massa cras dignissim fusce tempora.,Dapibus risus culpa eget tellus vitae eget justo! Eget ac felis mauris tempora elementum.,Yes,Level 3,66,Magna consectetuer erat accumsan eleifend atque non temporibus. Euismod consequat.,,Other (please specify),"Elementum, dignissim sodales. Pharetra ab lorem ante viverra tempus mauris erat.",Asian,,Felis ac risus vehicula risus quis. Tempor. Posuere. Praesent id.,"Professional Degree (MD, JD, etc.)",,Yes,25,,0
2023-07-28 08:31:15,2023-07-28 08:31:15,Survey Test,,100,0,True,2023-07-28 08:31:15,R_25JKxDuU7kZKEx8,,,,,,,test,,I disagree,Laoreet quam nulla consequat accusamus. Facilisi dui rutrum blandit. Wisi a.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:15,2023-07-28 08:31:15,Survey Test,,100,0,True,2023-07-28 08:31:16,R_1UiKHHtH56MAF38,,,,,,,test,,I agree,Fringilla donec in felis? Luctus aliquam vehicula. Montes curabitur! Ante.,Paul,Purple,Six people’s preferences for humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Cras! Primis pharetra erat? A magnis vehicula proin phasellus neque? Pede.,Tempor in. Elit mattis tincidunt vel elit viverra dictumst sollicitudin ullamcorper neque enim volutpat id.,Yes,Level 6,75,Lectus iaculis natoque. Mi tortor curabitur? Proin aliquet aliquet rhoncus pellentesque posuere molestie.,,Other (please specify),Auctor ante temporibus neque aliquam. Tempora ligula donec. Proin venenatis dolorem bibendum potenti rhoncus laoreet.,Hispanic or Latino,,"Ridiculus, ut venenatis tempus est at bibendum dolorem leo ultricies sed tellus? Lectus.",Masters Degree (MS),,No,18,,0
2023-07-28 08:31:16,2023-07-28 08:31:16,Survey Test,,100,0,True,2023-07-28 08:31:16,R_2nOwePIuJbuDmuy,,,,,,,test,,I agree,Amet nec est morbi rutrum dolorem gravida vitae vivamus turpis? Egestas volutpat.,Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Vivamus curabitur vitae auctor convallis! Ut tincidunt. Vitae? Cursus mi blandit dictumst magnis rhoncus.,Dictumst donec cursus! Consectetuer sit cras. Dui. Erat? Quam donec consectetuer aenean placerat quis.,No,,,,Level 2,Other (please specify),"Eu augue dolor egestas ultricies, vivamus placerat. Accumsan iaculis. Tempor nullam a interdum, justo turpis.",White or European,,"Donec morbi dapibus ipsum elit ut morbi consectetuer gravida, phasellus auctor integer interdum.",Masters Degree (MS),,No,29,,0
2023-07-28 08:31:16,2023-07-28 08:31:16,Survey Test,,100,0,True,2023-07-28 08:31:16,R_7NVVhaZO7QQarYy,,,,,,,test,,I disagree,"Natoque. Dolorem dignissim molestie accumsan! Nec? Etiam neque fermentum arcu arcu! Sollicitudin, auctor.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:16,2023-07-28 08:31:16,Survey Test,,100,0,True,2023-07-28 08:31:17,R_8uJxXvrb89BWVTM,,,,,,,test,,I agree,Odio elit aenean. Cursus facilisi purus elit quis dapibus? Etiam tempora donec sem.,Paul,Green,Six people’s preferences for humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE","Ac suscipit sed, culpa potenti porta lacus dignissim temporibus? Morbi lacus cursus cursus.","Bibendum euismod donec. Pellentesque, wisi, pretium accumsan sem eros temporibus ullamcorper ultricies est dignissim pharetra.",No,,,,Level 2,Prefer not to disclose,,Prefer Not to Say,,Cursus consequat vestibulum aliquam atque natoque culpa pede magna augue.,Masters Degree (MS),,Yes,99,,0
2023-07-28 08:31:17,2023-07-28 08:31:17,Survey Test,,100,0,True,2023-07-28 08:31:17,R_4UwCcGs4YJn0Rf0,,,,,,,test,,I agree,"Luctus venenatis cursus ante urna orci, facilisi vitae. Quam cras.",John,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE","Nullam in mauris urna posuere velit risus vehicula facilisis ante, aliquam montes quam venenatis.",Cursus vestibulum platea ante ante ultrices ipsum enim maecenas. Neque felis! Natoque.,No,,,,Level 4,Other (please specify),"Atque pretium augue pellentesque, fusce neque dapibus arcu. Dapibus vehicula eros sodales odio.",Mixed,,Sagittis tortor! Tincidunt accusamus. Felis duis montes etiam mattis accumsan integer vel magnis duis.,Doctoral Degree (PhD),,No,4,,0
2023-07-28 08:31:17,2023-07-28 08:31:17,Survey Test,,100,0,True,2023-07-28 08:31:17,R_0jrcyPRxFqIyBeu,,,,,,,test,,I agree,Sodales donec ab suscipit primis natoque enim arcu felis ac dignissim lorem? Justo tortor.,Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:17,2023-07-28 08:31:17,Survey Test,,100,0,True,2023-07-28 08:31:17,R_73zgoi59PfSaRNA,,,,,,,test,,I agree,Sapien imperdiet! Lectus metus iaculis. Metus venenatis montes! Aenean non primis.,Paul,Green,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN",Dolor. Consequat consectetuer maecenas viverra vulputate? Ridiculus! Accumsan dui nullam donec curabitur massa.,Natoque molestie non bibendum justo vehicula fusce natoque mi gravida dui cras.,Yes,Level 3,24,Interdum mauris leo sapien suscipit. Massa potenti est. Amet posuere vestibulum. Volutpat! Cursus arcu porttitor.,,Other (please specify),Culpa viverra proin temporibus. Sed posuere et. Nunc porta natoque elementum euismod consectetuer id.,Other (please specify),"Praesent. Consequat pharetra auctor, duis! Lacus lorem tincidunt nullam praesent, vestibulum mattis.","Erat! Tellus et dolor odio, ante egestas convallis, quis wisi.",Masters Degree (MS),,Yes,84,,0
2023-07-28 08:31:17,2023-07-28 08:31:17,Survey Test,,100,0,True,2023-07-28 08:31:17,R_eQDXv5cEh2HK0Jw,,,,,,,test,,I agree,Turpis ante cras? Dolor enim? Et posuere dictumst rhoncus bibendum. Aenean ipsum pellentesque praesent ipsum.,Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE","Nullam tellus etiam, venenatis porta amet. Vestibulum massa enim imperdiet per vitae.",Tellus tempus magnis metus imperdiet non! Ut eget. Molestie fusce wisi.,No,,,,Level 5,Female,,White or European,,Erat ligula laoreet. Tempora natoque magnis posuere scelerisque pellentesque elit eu. Facilisi.,Other (please specify),Risus aliquet aenean vulputate maecenas accumsan rutrum pellentesque. Blandit risus dictumst.,Yes,54,,0
2023-07-28 08:31:18,2023-07-28 08:31:18,Survey Test,,100,0,True,2023-07-28 08:31:18,R_5BWwfAhZjaXljca,,,,,,,test,,I agree,Laoreet? Arcu? Sed malesuada platea nibh dolorem iaculis a phasellus placerat atque? Dolor velit praesent.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:18,2023-07-28 08:31:18,Survey Test,,100,0,True,2023-07-28 08:31:18,R_bqkwLeS5KHAPvLw,,,,,,,test,,I disagree,Pellentesque. Nulla felis? Eu consequat. Eu ut suscipit! Diam tempora dapibus culpa justo.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:18,2023-07-28 08:31:18,Survey Test,,100,0,True,2023-07-28 08:31:18,R_73BN5k6D79ClYLs,,,,,,,test,,I agree,Ipsum consequat purus etiam enim lectus. Ultricies proin ultrices atque.,Neither John nor Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Platea enim a! Felis suscipit nibh aliquet dolor leo cras rhoncus facilisis atque euismod.,"Tempor lectus, tempor enim nullam. Wisi fusce accumsan leo consequat! Platea etiam? Ut arcu.",No,,,,Level 4,Female,,Asian,,Commodo accumsan vitae gravida! Eros scelerisque nunc sagittis urna vehicula.,College Graduate (4 year),,No,56,,0
2023-07-28 08:31:18,2023-07-28 08:31:18,Survey Test,,100,0,True,2023-07-28 08:31:19,R_24wYAosa3Jn9dZ4,,,,,,,test,,I agree,Aliquet. Lorem wisi. Per proin culpa turpis id donec sed.,John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:19,2023-07-28 08:31:19,Survey Test,,100,0,True,2023-07-28 08:31:19,R_87IMnjphirZir8a,,,,,,,test,,I agree,Maecenas culpa? Lectus tellus nonummy! Dictumst! Venenatis dapibus pretium. Ut sagittis egestas! Aliquam placerat posuere.,Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Eu dolorem nonummy tincidunt eros ipsum ac ullamcorper sem. In.,"Nulla consequat tempora risus quis? Montes arcu faucibus maecenas ligula, eleifend, aliquam tempus velit accusamus.",Yes,Level 2,37,Nonummy erat phasellus erat? Dignissim magnis. Porttitor a purus consequat.,,Male,,Asian,,Culpa? Orci! Accusamus interdum? Amet platea urna a! Etiam magna! Sapien sit porttitor.,"Professional Degree (MD, JD, etc.)",,Yes,68,,0
2023-07-28 08:31:19,2023-07-28 08:31:19,Survey Test,,100,0,True,2023-07-28 08:31:19,R_6LmYjOLf8wZccK2,,,,,,,test,,I agree,Consectetuer atque ultrices tempora eu? Suscipit non nonummy egestas montes dui eros.,Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
