StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,automation_1,software_resp_1,software_liable_1,human_resp_1,human_liable_1,comp_1,comp_2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,Tax Auto-Prepare-Tax Co-Prepare
2024-08-28 08:24:15,2024-08-28 08:25:59,0,97.119.199.19,100,104,1,2024-08-28 08:26:00,R_3xNactse9Jhl6il,,,,,41.2327,-96.1138,anonymous,EN,1,64e535a54df10cb908664b3e,2,5,69,100,84,81,94,2,4,2,,3,,28,4,,59,,,,Tax Co-Prepare
2024-08-28 08:24:10,2024-08-28 08:26:05,0,71.125.13.199,100,114,1,2024-08-28 08:26:05,R_1gUaC0FFsX2AuSN,,,,,40.694,-73.9901,anonymous,EN,1,6655301d3d7e0bf94ce91e19,2,5,30,80,80,90,85,2,4,1,,2,,29,4,,60,,,,Tax Auto-Prepare
2024-08-28 08:22:49,2024-08-28 08:26:10,0,76.202.162.90,100,200,1,2024-08-28 08:26:10,R_5qyHh9Dk4yAdR7X,,,,,40.0946,-83.0118,anonymous,EN,1,662ba946b5b5ad6649de4715,2,5,80,90,86,60,60,2,4,2,,3,,39,4,,70,,,,Tax Auto-Prepare
2024-08-28 08:24:58,2024-08-28 08:26:11,0,68.134.227.58,100,72,1,2024-08-28 08:26:12,R_1K78mKhzz5qsQzG,,,,,38.9512,-76.4944,anonymous,EN,1,63d04eb9d1bdb95639c4826d,2,5,75,81,66,66,45,2,4,1,,3,,32,5,,39,,,,Tax Co-Prepare
2024-08-28 08:24:50,2024-08-28 08:26:19,0,134.205.8.117,100,88,1,2024-08-28 08:26:20,R_7aRfnCdrPr5VCRv,,,,,38.8078,-77.0523,anonymous,EN,1,6413672a835333b90d961eaa,2,5,65,100,100,100,21,2,4,1,,3,,39,5,,68,,,,Tax Co-Prepare
2024-08-28 08:24:52,2024-08-28 08:26:20,0,75.241.50.196,100,88,1,2024-08-28 08:26:20,R_6SqT9Jhl3k6qNMg,,,,,41.6021,-93.6124,anonymous,EN,1,663e66b02a7a46907d91cc3f,2,5,85,93,93,60,60,2,4,2,,3,,25,5,,55,,,,Tax Auto-Prepare
2024-08-28 08:24:00,2024-08-28 08:26:25,0,65.191.179.148,100,144,1,2024-08-28 08:26:25,R_3GTbLdcGGdEP2ur,,,,,35.1243,-78.8979,anonymous,EN,1,6650dad8cec5c25f4271d4ec,2,5,80,80,80,60,70,2,4,2,,5,,21,3,,40,,,,Tax Co-Prepare
2024-08-28 08:17:20,2024-08-28 08:26:26,0,24.113.80.14,100,546,1,2024-08-28 08:26:26,R_5tJv1FOhfNSBPdU,,,,,47.5329,-122.5801,anonymous,EN,1,6660f30d9cab7604513cf59b,2,5,50,72,55,35,45,2,4,2,,3,,53,3,,40,,,,Tax Co-Prepare
2024-08-28 08:25:20,2024-08-28 08:26:26,0,146.163.43.31,100,65,1,2024-08-28 08:26:26,R_71KlKB2XeMswHK2,,,,,38.812,-89.9627,anonymous,EN,1,5edef03cbf63df1a614e3c79,1,5,,,,,,,,,,,,,,,,,,,Tax Co-Prepare
2024-08-28 08:24:22,2024-08-28 08:26:27,0,35.144.53.73,100,124,1,2024-08-28 08:26:27,R_31u5aoPP4dfXmpj,,,,,38.9093,-90.16,anonymous,EN,1,668df73d017ab5b4100621ca,2,5,30,81,79,62,60,2,4,2,,3,,34,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:25:07,2024-08-28 08:26:35,0,74.83.118.220,100,87,1,2024-08-28 08:26:35,R_5SdOhcFUQJMfGsV,,,,,39.2648,-84.3221,anonymous,EN,1,572b6ced3ab9df0008b9ad52,2,5,30,100,100,50,50,2,4,2,,3,,32,4,,40,,,,Tax Co-Prepare
2024-08-28 08:25:25,2024-08-28 08:26:47,0,24.136.27.218,100,82,1,2024-08-28 08:26:48,R_7ayqsGUawIHxFMB,,,,,41.9555,-87.6613,anonymous,EN,1,5c92aa671ce0cd00128c6c86,2,5,82,100,100,79,93,2,4,1,,3,,34,5,,65,,,,Tax Auto-Prepare
2024-08-28 08:25:35,2024-08-28 08:26:52,0,98.228.32.73,100,76,1,2024-08-28 08:26:52,R_7gpud8vKLSQ9blm,,,,,41.6133,-87.0446,anonymous,EN,1,667610590a062036fb381ccd,2,5,96,94,93,69,64,2,4,4,nonbinary,3,,35,4,,70,,,,Tax Auto-Prepare
2024-08-28 08:25:49,2024-08-28 08:27:01,0,96.241.115.155,100,72,1,2024-08-28 08:27:02,R_6Avk8aceLpv8lsB,,,,,38.7741,-77.2385,anonymous,EN,1,63d141339838c9335748ba70,2,5,91,83,72,27,25,2,4,2,,2,,30,4,,43,,,,Tax Auto-Prepare
2024-08-28 08:25:32,2024-08-28 08:27:03,0,47.227.118.49,100,90,1,2024-08-28 08:27:03,R_5isSMlcx33B3dSN,,,,,39.7436,-86.1158,anonymous,EN,1,5c27e76978fad500019328cc,2,5,75,75,75,26,25,2,4,1,,3,,40,5,,60,,,,Tax Auto-Prepare
2024-08-28 08:25:23,2024-08-28 08:27:05,0,73.249.67.189,100,102,1,2024-08-28 08:27:06,R_1MSe6cjhbcUUNNK,,,,,44.2654,-72.5764,anonymous,EN,1,627924633c3510cb19625fff,2,5,60,60,60,40,40,2,4,1,,3,,28,4,,70,,,,Tax Auto-Prepare
2024-08-28 08:25:00,2024-08-28 08:27:12,0,70.57.100.86,100,132,1,2024-08-28 08:27:12,R_3nt9s0dmKAmCRax,,,,,39.0285,-96.8401,anonymous,EN,1,64da47d734bd712c3a8289d0,2,5,87,78,90,20,42,2,4,2,,3,,39,1,,75,,,,Tax Auto-Prepare
2024-08-28 08:21:45,2024-08-28 08:27:18,0,69.49.91.249,100,332,1,2024-08-28 08:27:19,R_5sug6z8qjGDY0LV,,,,,41.4319,-91.0485,anonymous,EN,1,6272ae90bcc3709d723d1d2b,2,5,100,0,0,100,100,2,4,2,,3,,59,3,,80,,,,Tax Auto-Prepare
2024-08-28 08:21:55,2024-08-28 08:27:21,0,72.196.83.2,100,325,1,2024-08-28 08:27:22,R_7KITmlwfkaulfrr,,,,,37.2613,-79.9335,anonymous,EN,1,660ea5c01a54c266cc7a3f5f,2,5,52,100,100,0,0,2,4,2,,3,,34,4,,47,,,,Tax Co-Prepare
2024-08-28 08:24:47,2024-08-28 08:27:24,0,174.103.248.11,100,156,1,2024-08-28 08:27:24,R_6eKyACz3FUt4xeV,,,,,39.7184,-82.6073,anonymous,EN,1,644bfc00d6b860060185459b,2,5,85,60,60,75,90,2,4,2,,3,,50,3,,65,,,,Tax Co-Prepare
2024-08-28 08:23:26,2024-08-28 08:27:29,0,70.187.39.247,100,243,1,2024-08-28 08:27:29,R_6zwkk4eAY8dAn7e,,,,,30.4594,-87.2075,anonymous,EN,1,571164253d47e80009635a80,2,5,55,40,45,60,55,2,4,2,,3,,78,3,,70,,,,Tax Co-Prepare
2024-08-28 08:25:30,2024-08-28 08:27:36,0,68.202.203.251,100,126,1,2024-08-28 08:27:36,R_7799U0RtTq93qWi,,,,,28.5978,-81.3024,anonymous,EN,1,6413aba87406eb7adb732e82,2,5,70,80,80,40,40,2,4,1,,3,,31,5,,65,,,,Tax Co-Prepare
2024-08-28 08:26:06,2024-08-28 08:27:39,0,76.255.204.250,100,92,1,2024-08-28 08:27:39,R_7gjg6mBfbSLsPmc,,,,,41.8972,-87.6196,anonymous,EN,1,663e4ea56a8f7e3390284e68,2,5,29,82,88,63,67,2,4,2,,3,,24,4,,63,,,,Tax Auto-Prepare
2024-08-28 08:25:42,2024-08-28 08:27:43,0,73.157.9.88,100,121,1,2024-08-28 08:27:44,R_10YGo6pYyRuFAwB,,,,,47.158,-122.5462,anonymous,EN,1,65c8db9b79ffe418b57e7408,2,5,61,100,88,22,30,2,4,3,,7,,30,5,,58,,,,Tax Auto-Prepare
2024-08-28 08:25:31,2024-08-28 08:27:45,0,73.96.116.224,100,134,1,2024-08-28 08:27:46,R_7OOqUfNnhdQRLoS,,,,,44.0197,-123.1008,anonymous,EN,1,5dd348356d522535afddc44e,2,5,65,67,50,86,80,2,4,2,,3,,55,4,,30,,,,Tax Co-Prepare
2024-08-28 08:25:40,2024-08-28 08:27:47,0,152.208.103.160,100,127,1,2024-08-28 08:27:48,R_32GqzCs96KaEefg,,,,,40.2744,-76.7062,anonymous,EN,1,63ea7bf409aab550efbdcfc6,2,5,80,100,90,0,10,2,4,1,,4,,37,5,,51,,,,Tax Auto-Prepare
2024-08-28 08:25:57,2024-08-28 08:27:48,0,65.127.73.2,100,110,1,2024-08-28 08:27:48,R_1erBbRGRD59NThq,,,,,37.086,-113.5609,anonymous,EN,1,663aef576aee207f2bcd1c19,2,5,100,100,100,0,0,2,4,2,,3,,53,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:25:17,2024-08-28 08:27:49,0,73.226.200.28,100,152,1,2024-08-28 08:27:50,R_1RNXE8CCkLA27nN,,,,,39.6999,-74.2633,anonymous,EN,1,6643cbd6903cfc9bd5d0be09,2,5,80,100,100,0,0,2,4,2,,5,,31,4,,80,,,,Tax Co-Prepare
2024-08-28 08:24:53,2024-08-28 08:27:57,0,192.230.220.217,100,184,1,2024-08-28 08:27:58,R_6tv1ykqoSvXknmN,,,,,37.7886,-79.4548,anonymous,EN,1,663ebf3b787d7053ac9b7669,2,5,75,63,51,66,51,2,4,2,,3,,65,3,,75,,,,Tax Auto-Prepare
2024-08-28 08:24:13,2024-08-28 08:28:03,0,74.133.226.56,100,229,1,2024-08-28 08:28:03,R_6PuaYWqRI8TSuYp,,,,,37.9855,-84.5804,anonymous,EN,1,5f557058f325f713d247001c,2,5,50,80,75,15,25,2,4,4,nonbinary,3,,30,2,,55,,,,Tax Co-Prepare
2024-08-28 08:25:30,2024-08-28 08:28:17,0,73.148.226.47,100,167,1,2024-08-28 08:28:18,R_7flr0XE2OI6dSAj,,,,,30.0822,-81.5498,anonymous,EN,1,60c6ae549948375f0203e737,2,5,70,70,70,30,30,2,4,2,,3,,38,5,,70,,,,Tax Co-Prepare
2024-08-28 08:23:23,2024-08-28 08:28:21,0,97.102.166.53,100,297,1,2024-08-28 08:28:22,R_3KxSqIxj7rsSz9X,,,,,28.6225,-81.4317,anonymous,EN,1,63fcf7251ace1792db0941b0,2,5,30,80,10,60,90,2,4,2,,3,,68,3,,40,,,,Tax Co-Prepare
2024-08-28 08:25:13,2024-08-28 08:28:21,0,75.249.71.125,100,188,1,2024-08-28 08:28:22,R_5MsUCJEbxQaWrOQ,,,,,41.7579,-88.2934,anonymous,EN,1,5b6142d1f5bc590001184814,2,5,20,50,50,70,60,2,4,2,,3,,50,4,,35,,,,Tax Co-Prepare
2024-08-28 08:26:00,2024-08-28 08:28:25,0,173.184.176.205,100,145,1,2024-08-28 08:28:26,R_7P7lX6AR6API9xN,,,,,29.9273,-82.6915,anonymous,EN,1,5d266ac758e9350001ea7d6b,2,5,50,60,60,40,40,2,4,1,,3,,36,4,,30,,,,Tax Co-Prepare
2024-08-28 08:27:05,2024-08-28 08:28:38,0,216.116.246.98,100,92,1,2024-08-28 08:28:39,R_1y8xjRwr6FXVUgQ,,,,,35.3482,-83.2028,anonymous,EN,1,612ba4bfee20a1ffc86116f9,2,5,91,73,72,28,16,2,4,1,,3,,21,3,,42,,,,Tax Auto-Prepare
2024-08-28 08:26:22,2024-08-28 08:28:43,0,76.143.127.72,100,141,1,2024-08-28 08:28:43,R_7NJLCJDCUiyo5CX,,,,,29.4578,-95.0342,anonymous,EN,1,6692af62f6cd8d8707cd1f14,2,5,85,90,80,20,19,2,4,2,,3,,25,4,,72,,,,Tax Auto-Prepare
2024-08-28 08:24:58,2024-08-28 08:28:44,0,67.146.185.116,100,226,1,2024-08-28 08:28:45,R_54sgL1Rw3E0mfhD,,,,,34.9229,-92.1382,anonymous,EN,1,5aa9153235237b00011322e9,2,5,90,100,5,50,90,2,4,1,,5,,36,1,,10,,,,Tax Auto-Prepare
2024-08-28 08:25:13,2024-08-28 08:28:45,0,98.13.69.35,100,212,1,2024-08-28 08:28:46,R_3F3PvdWPDLe8HiD,,,,,43.8128,-70.4852,anonymous,EN,1,5f4c29254e8b087249fc4309,2,5,70,100,100,20,17,2,4,2,,3,,35,4,,30,,,,Tax Co-Prepare
2024-08-28 08:27:18,2024-08-28 08:28:46,0,73.215.151.31,100,87,1,2024-08-28 08:28:46,R_5WZvMjqRn4HrLWN,,,,,40.5687,-74.3202,anonymous,EN,1,65d7665304b00afb2dfacb96,2,5,50,100,100,100,100,2,4,1,,3,,46,4,,63,,,,Tax Co-Prepare
2024-08-28 08:25:28,2024-08-28 08:28:49,0,99.41.145.150,100,200,1,2024-08-28 08:28:49,R_7iVgPDnScg4sFLH,,,,,35.046,-81.981,anonymous,EN,1,60171277d472ae2062db3a35,2,5,30,78,74,27,28,2,4,2,,3,,40,4,,52,,,,Tax Auto-Prepare
2024-08-28 08:27:36,2024-08-28 08:28:50,0,212.116.254.254,100,73,1,2024-08-28 08:28:50,R_3xyMxAnNyCV1kNV,,,,,39.0469,-77.4903,anonymous,EN,1,66924f47a9958f19ad83f6b8,1,5,,,,,,,,,,,,,,,,,,,Tax Co-Prepare
2024-08-28 08:27:34,2024-08-28 08:28:50,0,76.186.121.147,100,76,1,2024-08-28 08:28:50,R_64DQXpiRptUfSY9,,,,,33.0326,-96.7859,anonymous,EN,1,5c6ef14c2cd3cb0001fadd0e,2,5,73,77,76,60,43,2,4,2,,3,,38,4,,65,,,,Tax Auto-Prepare
2024-08-28 08:27:22,2024-08-28 08:29:00,0,50.48.174.19,100,97,1,2024-08-28 08:29:01,R_1dRZHw65aRtEqp3,,,,,43.2207,-77.5992,anonymous,EN,1,6572244f5a6d2b943074aa73,2,5,60,82,81,29,30,2,4,2,,3,,65,5,,62,,,,Tax Co-Prepare
2024-08-28 08:27:43,2024-08-28 08:29:03,0,24.126.13.48,100,80,1,2024-08-28 08:29:04,R_1Z3TTizEQGbWdIl,,,,,38.9091,-77.0203,anonymous,EN,1,5f4dc319c9fb1509b77d8b84,2,5,80,70,40,30,75,2,4,2,,3,,26,3,,91,,,,Tax Co-Prepare
2024-08-28 08:27:08,2024-08-28 08:29:06,0,135.134.244.209,100,118,1,2024-08-28 08:29:07,R_7oMyMK0UHnovSD1,,,,,43.9001,-91.2276,anonymous,EN,1,66201d0846aea327b3a3facb,2,5,81,100,90,20,11,2,4,2,,3,,35,4,,72,,,,Tax Co-Prepare
2024-08-28 08:27:36,2024-08-28 08:29:15,0,47.198.4.52,100,99,1,2024-08-28 08:29:16,R_68GQoC07kgoSsOp,,,,,28.1412,-82.5931,anonymous,EN,1,657235b694db71c5aadcafe9,2,5,69,85,79,16,18,2,4,2,,2,,22,4,,14,,,,Tax Co-Prepare
2024-08-28 08:27:36,2024-08-28 08:29:18,0,97.112.199.61,100,101,1,2024-08-28 08:29:19,R_5vYg6RKFLdYlxGF,,,,,31.1498,-85.369,anonymous,EN,1,6531556a109592dfa6b3bf00,2,5,100,100,100,0,0,2,4,1,,2,,32,1,,0,,,,Tax Auto-Prepare
2024-08-28 08:27:17,2024-08-28 08:29:19,0,157.142.25.67,100,121,1,2024-08-28 08:29:20,R_1scGdu0W7cSCaxt,,,,,35.48,-97.4994,anonymous,EN,1,668f7a41335c9acb7c02991c,2,5,60,70,70,75,75,2,4,2,,3,,25,5,,60,,,,Tax Co-Prepare
2024-08-28 08:21:22,2024-08-28 08:29:25,0,24.125.188.57,100,483,1,2024-08-28 08:29:26,R_6zvxEAp93sY5L3M,,,,,33.716,-84.5297,anonymous,EN,1,60077f4d0a5c0529a3fe256a,2,5,60,71,71,29,30,2,4,1,,3,,37,3,,29,,,,Tax Auto-Prepare
2024-08-28 08:25:15,2024-08-28 08:29:29,0,172.59.217.8,100,253,1,2024-08-28 08:29:29,R_6DwMHMjQe2pmatY,,,,,35.2296,-80.843,anonymous,EN,1,6079fd1b7a4fba956ebbffe7,2,5,100,100,80,80,79,2,4,1,,3,,26,3,,30,,,,Tax Co-Prepare
2024-08-28 08:25:09,2024-08-28 08:29:33,0,173.68.203.150,100,263,1,2024-08-28 08:29:34,R_5IRXJJcGlU5BNPc,,,,,40.7015,-73.8422,anonymous,EN,1,611c60d5deace46324300f93,2,5,83,50,51,51,30,2,4,2,,5,,27,3,,69,,,,Tax Co-Prepare
2024-08-28 08:16:16,2024-08-28 08:29:37,0,73.57.106.240,100,801,1,2024-08-28 08:29:38,R_5mXctVpstDP8UGR,,,,,25.8906,-80.1784,anonymous,EN,1,62dd6dd3db4cba359239aa4d,2,5,78,89,50,0,0,2,4,1,,1,,33,3,,59,,,,Tax Co-Prepare
2024-08-28 08:28:28,2024-08-28 08:29:44,0,47.5.128.45,100,75,1,2024-08-28 08:29:45,R_6s07LL3dyeQbD6g,,,,,34.0014,-84.0144,anonymous,EN,1,66951ecb13a1724291781b89,2,5,64,69,72,74,70,2,4,1,,2,,28,3,,71,,,,Tax Auto-Prepare
2024-08-28 08:26:32,2024-08-28 08:29:48,0,108.65.216.175,100,196,1,2024-08-28 08:29:49,R_3dLeU3fZm2oj9x2,,,,,33.8369,-84.6307,anonymous,EN,1,663502026e662c1124df1b0b,2,5,81,80,88,55,41,2,4,2,,3,,48,3,,27,,,,Tax Co-Prepare
2024-08-28 08:28:09,2024-08-28 08:29:49,0,198.27.251.30,100,100,1,2024-08-28 08:29:50,R_6ToyM4gWNXSV2JH,,,,,37.7833,-122.4952,anonymous,EN,1,66638c2ec83a1ab460af676e,2,5,70,100,100,30,30,2,4,1,,2,,32,4,,60,,,,Tax Auto-Prepare
2024-08-28 08:27:40,2024-08-28 08:29:52,0,73.233.22.51,100,131,1,2024-08-28 08:29:53,R_6WIPZyEjZ2hGc2q,,,,,39.9768,-75.256,anonymous,EN,1,668ebc10629a9fd525781263,2,5,89,100,95,78,77,2,4,1,,3,,28,4,,52,,,,Tax Auto-Prepare
2024-08-28 08:27:30,2024-08-28 08:29:54,0,69.131.18.100,100,144,1,2024-08-28 08:29:55,R_1dswf8dhxlRYR8t,,,,,43.4642,-71.2316,anonymous,EN,1,667470fcac8003628dfe75ab,2,5,90,40,40,100,100,2,4,2,,3,,65,5,,70,,,,Tax Auto-Prepare
2024-08-28 08:28:18,2024-08-28 08:29:57,0,47.189.86.108,100,98,1,2024-08-28 08:29:57,R_7nT6nGEPjsZC6HI,,,,,33.0176,-96.9926,anonymous,EN,1,6658d458ff29df48cda45b01,2,5,80,100,100,0,7,2,4,2,,3,,25,7,,64,,,,Tax Auto-Prepare
2024-08-28 08:29:04,2024-08-28 08:30:02,0,162.205.85.15,100,57,1,2024-08-28 08:30:02,R_6D17OEDBXuJdSLu,,,,,28.5464,-81.2585,anonymous,EN,1,5ea96c415a6a4e068b6d1e84,2,5,100,0,0,100,100,2,4,1,,2,,38,5,,70,,,,Tax Co-Prepare
2024-08-28 08:26:00,2024-08-28 08:30:10,0,72.231.16.195,100,249,1,2024-08-28 08:30:10,R_6Il3vNK0JENrJPb,,,,,40.5468,-74.1804,anonymous,EN,1,63f4021039d138e8425201c7,2,5,91,71,81,31,40,2,4,1,,3,,68,6,,40,,,,Tax Auto-Prepare
2024-08-28 08:27:45,2024-08-28 08:30:10,0,71.200.61.30,100,144,1,2024-08-28 08:30:10,R_10U7NyZvhPqErnv,,,,,39.4949,-76.6673,anonymous,EN,1,60cac6e750602e711ed5efc6,2,5,90,75,75,25,25,2,4,2,,1,,34,3,,65,,,,Tax Co-Prepare
2024-08-28 08:24:01,2024-08-28 08:30:16,0,97.145.219.251,100,375,1,2024-08-28 08:30:17,R_3CDkdEQ7liD867V,,,,,39.9517,-76.7064,anonymous,EN,1,664d3306a354afdb587d4550,2,5,87,95,91,28,28,2,4,2,,3,,56,5,,64,,,,Tax Auto-Prepare
2024-08-28 08:28:59,2024-08-28 08:30:17,0,70.114.16.125,100,78,1,2024-08-28 08:30:18,R_1FKHC6MZWjNlWM2,,,,,29.7339,-98.0697,anonymous,EN,1,56435b83942576000a66eb5d,2,5,91,100,100,0,0,2,4,1,,3,,45,4,,14,,,,Tax Auto-Prepare
2024-08-28 08:27:42,2024-08-28 08:30:25,0,108.239.222.252,100,162,1,2024-08-28 08:30:26,R_6CBLqvktTbjfaE1,,,,,32.9475,-96.4407,anonymous,EN,1,66310518d6bdfc4aa8b5dc2b,2,5,74,100,100,20,34,2,4,1,,5,,39,4,,36,,,,Tax Co-Prepare
2024-08-28 08:24:48,2024-08-28 08:30:32,0,73.190.84.197,100,344,1,2024-08-28 08:30:33,R_6Vx2v0bT2XwDiDm,,,,,45.5331,-122.7037,anonymous,EN,1,5beb38c9aec9ef0001e9c83d,2,5,75,50,50,50,50,2,4,2,,3,,72,4,,75,,,,Tax Co-Prepare
2024-08-28 08:29:07,2024-08-28 08:30:37,0,174.57.90.143,100,89,1,2024-08-28 08:30:37,R_6fxKWyHuV2Ik888,,,,,39.5693,-75.1627,anonymous,EN,1,5a10ab0a120fb300019496f4,2,5,63,58,47,73,82,2,4,1,,3,,43,4,,70,,,,Tax Auto-Prepare
2024-08-28 08:28:34,2024-08-28 08:30:40,0,70.141.255.84,100,125,1,2024-08-28 08:30:40,R_7sQQtEqD4tEnFUG,,,,,31.5647,-84.1578,anonymous,EN,1,5daf506a5bd1b30013605e31,2,5,31,74,62,80,25,2,4,2,,3,,51,2,,58,,,,Tax Auto-Prepare
2024-08-28 08:29:33,2024-08-28 08:30:43,0,208.196.105.54,100,70,1,2024-08-28 08:30:44,R_6FYQptUEMwVssyR,,,,,29.6654,-95.7245,anonymous,EN,1,6407af454d0bd6f071456fa4,2,5,77,67,35,80,88,2,2,1,,3,,27,4,,81,,,,Tax Co-Prepare
2024-08-28 08:28:57,2024-08-28 08:30:45,0,107.77.224.14,100,108,1,2024-08-28 08:30:46,R_5H0orzwCu4GeVdm,,,,,40.7597,-73.981,anonymous,EN,1,6659d6e589bb44fb5e59d7c6,2,5,81,66,54,90,90,2,4,2,,3,,33,7,,44,,,,Tax Auto-Prepare
2024-08-28 08:29:31,2024-08-28 08:30:54,0,72.69.41.110,100,83,1,2024-08-28 08:30:54,R_6HHf7Re5hPpxH45,,,,,40.5795,-73.9889,anonymous,EN,1,65cdc9ec2a3ceca2b3cf3f30,2,5,62,73,58,20,41,2,4,2,,2,,21,3,,20,,,,Tax Auto-Prepare
2024-08-28 08:26:04,2024-08-28 08:30:54,0,99.62.245.131,100,289,1,2024-08-28 08:30:55,R_1QXaht6p5YFMNxC,,,,,29.8331,-95.7498,anonymous,EN,1,66832c0b3ef510ec6c8cf5cd,2,5,85,50,75,50,50,2,4,2,,1,,60,1,,40,,,,Tax Co-Prepare
2024-08-28 08:27:20,2024-08-28 08:30:59,0,74.195.52.217,100,219,1,2024-08-28 08:31:00,R_6rwRVlxjw3Fzx6Y,,,,,33.5119,-101.9316,anonymous,EN,1,6573db5037de41de82d0f1c1,2,5,81,100,100,0,9,2,4,1,,3,,62,3,,71,,,,Tax Auto-Prepare
2024-08-28 08:29:10,2024-08-28 08:31:00,0,50.226.124.140,100,109,1,2024-08-28 08:31:00,R_1o8ZPH0WisLHTJT,,,,,41.8828,-87.8732,anonymous,EN,1,5dee44454d7bea4e3f4b44a6,2,5,50,85,85,13,13,2,4,2,,3,,37,4,,60,,,,Tax Co-Prepare
2024-08-28 08:28:59,2024-08-28 08:31:01,0,73.35.134.250,100,122,1,2024-08-28 08:31:02,R_6QGpp3iMdItA24x,,,,,47.7229,-122.1961,anonymous,EN,1,66807151411ce02b4b7c8713,2,5,59,100,100,16,22,2,4,2,,2,,18,3,,91,,,,Tax Auto-Prepare
2024-08-28 08:28:57,2024-08-28 08:31:02,0,173.75.210.227,100,124,1,2024-08-28 08:31:02,R_77wdSFKjzYjxQtv,,,,,40.38,-75.2718,anonymous,EN,1,5ae3563e5cd05500015ed96b,2,5,88,90,91,44,44,2,4,2,,3,,39,4,,30,,,,Tax Auto-Prepare
2024-08-28 08:22:50,2024-08-28 08:31:03,0,208.196.105.53,100,492,1,2024-08-28 08:31:03,R_5iswtrRZbR0BsnN,,,,,29.6654,-95.7245,anonymous,EN,1,6234d77291179c1badffad36,2,5,77,60,75,75,29,2,4,1,,3,,27,4,,91,,,,Tax Co-Prepare
2024-08-28 08:28:11,2024-08-28 08:31:04,0,24.191.180.213,100,172,1,2024-08-28 08:31:04,R_72miP2lcJScGKVr,,,,,40.6186,-73.9272,anonymous,EN,1,6634f75473662745cf77ac53,2,5,71,82,82,88,86,2,4,2,,3,,41,4,,61,,,,Tax Auto-Prepare
2024-08-28 08:29:53,2024-08-28 08:31:07,0,108.52.109.26,100,73,1,2024-08-28 08:31:07,R_6jiCs6Xyp2MZP41,,,,,39.6089,-75.6749,anonymous,EN,1,6361560a2e3e691ad312fed2,1,5,,,,,,,,,,,,,,,,,,,Tax Co-Prepare
2024-08-28 08:26:53,2024-08-28 08:31:10,0,45.17.5.190,100,257,1,2024-08-28 08:31:10,R_7PbK5RnYBgx81Cx,,,,,33.7224,-84.9303,anonymous,EN,1,65c21fc7d1fe65ada290d433,2,5,59,54,56,56,54,1,2,2,,1,,35,4,,61,,,,Tax Co-Prepare
2024-08-28 08:27:03,2024-08-28 08:31:19,0,73.6.129.122,100,255,1,2024-08-28 08:31:19,R_7ZK1DFtXRkru6gT,,,,,29.7388,-95.8309,anonymous,EN,1,602b456e7cdd702772f52e13,2,5,75,80,50,20,50,2,4,1,,4,,46,3,,70,,,,Tax Auto-Prepare
2024-08-28 08:29:08,2024-08-28 08:31:21,0,65.24.203.131,100,132,1,2024-08-28 08:31:22,R_6o7rvcSBGjvq86l,,,,,41.4732,-84.5594,anonymous,EN,1,66699cf8f21e06aaf88dda41,2,5,39,21,70,84,29,2,4,2,,3,,31,3,,29,,,,Tax Co-Prepare
2024-08-28 08:28:03,2024-08-28 08:31:31,0,174.171.111.8,100,207,1,2024-08-28 08:31:31,R_6zHpTCg9DaA4NML,,,,,29.5277,-95.4573,anonymous,EN,1,6630ea32f19a51f5189593d5,2,5,100,100,100,0,0,2,4,1,,2,,32,4,,100,,,,Tax Co-Prepare
2024-08-28 08:28:23,2024-08-28 08:31:34,0,98.235.185.23,100,191,1,2024-08-28 08:31:35,R_3aPN94AD8CjRaZX,,,,,40.1788,-77.0047,anonymous,EN,1,6679d525dd7e71db217e8d35,2,5,91,80,80,100,100,2,4,2,,3,,34,4,,60,,,,Tax Auto-Prepare
2024-08-28 08:29:03,2024-08-28 08:31:37,0,24.216.114.77,100,153,1,2024-08-28 08:31:37,R_1aQW9LO9WQJ8AIF,,,,,38.3171,-88.9137,anonymous,EN,1,650065e0f3202d7bba91e031,2,5,80,90,90,0,20,2,4,1,,3,,48,4,,65,,,,Tax Co-Prepare
2024-08-28 08:27:10,2024-08-28 08:31:37,0,104.218.199.7,100,266,1,2024-08-28 08:31:37,R_19bojSzEJQK4p0O,,,,,33.4475,-112.0866,anonymous,EN,1,664fadc444dc1b020df32c78,2,5,76,24,22,87,85,2,4,1,,3,,32,4,,57,,,,Tax Co-Prepare
2024-08-28 08:29:39,2024-08-28 08:31:37,0,69.139.23.147,100,117,1,2024-08-28 08:31:38,R_1soXxaM5w3qiXkH,,,,,39.9597,-75.1995,anonymous,EN,1,65cb7abb2785ea70576a8347,2,5,70,60,50,85,88,2,4,2,,2,,27,3,,34,,,,Tax Co-Prepare
